t_s,v_ref,dec_v,dec_alpha,dec_i,dec_vbus,dec500_v,dec500_alpha,dec500_i,dec500_vbus,mimo_v,mimo_alpha,mimo_i,mimo_vbus
5.8105000e+01,-2.0000000e+00,-2.0000000e+00,1.9851392e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9851356e-09,-5.3929851e-01,1.0477860e-01,-1.9994824e+00,-6.7716702e-07,-5.3929851e-01,1.0476130e-01
5.8110000e+01,-2.0000000e+00,-2.0000000e+00,1.9851001e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9851001e-09,-5.3929851e-01,1.0477860e-01,-1.9994827e+00,-6.7672661e-07,-5.3929851e-01,1.0476131e-01
5.8115000e+01,-2.0000000e+00,-2.0000000e+00,1.9850646e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9850610e-09,-5.3929851e-01,1.0477860e-01,-1.9994830e+00,-6.7634190e-07,-5.3929851e-01,1.0476132e-01
5.8120000e+01,-2.0000000e+00,-2.0000000e+00,1.9850219e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9850219e-09,-5.3929851e-01,1.0477860e-01,-1.9994833e+00,-6.7590204e-07,-5.3929851e-01,1.0476133e-01
5.8125000e+01,-2.0000000e+00,-2.0000000e+00,1.9849793e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9849793e-09,-5.3929851e-01,1.0477860e-01,-1.9994836e+00,-6.7551779e-07,-5.3929851e-01,1.0476134e-01
5.8130000e+01,-2.0000000e+00,-2.0000000e+00,1.9849473e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9849438e-09,-5.3929851e-01,1.0477860e-01,-1.9994839e+00,-6.7507846e-07,-5.3929851e-01,1.0476135e-01
5.8135000e+01,-2.0000000e+00,-2.0000000e+00,1.9849047e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9849065e-09,-5.3929851e-01,1.0477860e-01,-1.9994842e+00,-6.7469469e-07,-5.3929851e-01,1.0476136e-01
5.8140000e+01,-2.0000000e+00,-2.0000000e+00,1.9848656e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9848638e-09,-5.3929851e-01,1.0477860e-01,-1.9994846e+00,-6.7425589e-07,-5.3929851e-01,1.0476137e-01
5.8145000e+01,-2.0000000e+00,-2.0000000e+00,1.9848230e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9848247e-09,-5.3929851e-01,1.0477860e-01,-1.9994849e+00,-6.7387258e-07,-5.3929851e-01,1.0476138e-01
5.8150000e+01,-2.0000000e+00,-2.0000000e+00,1.9847857e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9847874e-09,-5.3929851e-01,1.0477860e-01,-1.9994852e+00,-6.7343432e-07,-5.3929851e-01,1.0476139e-01
5.8155000e+01,-2.0000000e+00,-2.0000000e+00,1.9847484e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9847448e-09,-5.3929851e-01,1.0477860e-01,-1.9994855e+00,-6.7305148e-07,-5.3929851e-01,1.0476140e-01
5.8160000e+01,-2.0000000e+00,-2.0000000e+00,1.9847093e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9847093e-09,-5.3929851e-01,1.0477860e-01,-1.9994858e+00,-6.7261375e-07,-5.3929851e-01,1.0476141e-01
5.8165000e+01,-2.0000000e+00,-2.0000000e+00,1.9846649e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9846631e-09,-5.3929851e-01,1.0477860e-01,-1.9994861e+00,-6.7223138e-07,-5.3929851e-01,1.0476142e-01
5.8170000e+01,-2.0000000e+00,-2.0000000e+00,1.9846293e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9846258e-09,-5.3929851e-01,1.0477860e-01,-1.9994864e+00,-6.7179418e-07,-5.3929851e-01,1.0476143e-01
5.8175000e+01,-2.0000000e+00,-2.0000000e+00,1.9845849e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9845832e-09,-5.3929851e-01,1.0477860e-01,-1.9994868e+00,-6.7141227e-07,-5.3929851e-01,1.0476144e-01
5.8180000e+01,-2.0000000e+00,-2.0000000e+00,1.9845530e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9845476e-09,-5.3929851e-01,1.0477860e-01,-1.9994871e+00,-6.7097562e-07,-5.3929851e-01,1.0476146e-01
5.8185000e+01,-2.0000000e+00,-2.0000000e+00,1.9845050e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9845032e-09,-5.3929851e-01,1.0477860e-01,-1.9994874e+00,-6.7059417e-07,-5.3929851e-01,1.0476147e-01
5.8190000e+01,-2.0000000e+00,-2.0000000e+00,1.9844659e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9844659e-09,-5.3929851e-01,1.0477860e-01,-1.9994877e+00,-6.7015804e-07,-5.3929851e-01,1.0476148e-01
5.8195000e+01,-2.0000000e+00,-2.0000000e+00,1.9844268e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9844268e-09,-5.3929851e-01,1.0477860e-01,-1.9994880e+00,-6.6977706e-07,-5.3929851e-01,1.0476149e-01
5.8200000e+01,-2.0000000e+00,-2.0000000e+00,1.9843878e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9843878e-09,-5.3929851e-01,1.0477860e-01,-1.9994883e+00,-6.6934147e-07,-5.3929851e-01,1.0476150e-01
5.8205000e+01,-2.0000000e+00,-2.0000000e+00,1.9843469e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9843451e-09,-5.3929851e-01,1.0477860e-01,-1.9994886e+00,-6.6896095e-07,-5.3929851e-01,1.0476151e-01
5.8210000e+01,-2.0000000e+00,-2.0000000e+00,1.9843114e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9843078e-09,-5.3929851e-01,1.0477860e-01,-1.9994889e+00,-6.6852589e-07,-5.3929851e-01,1.0476152e-01
5.8215000e+01,-2.0000000e+00,-2.0000000e+00,1.9842723e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9842705e-09,-5.3929851e-01,1.0477860e-01,-1.9994893e+00,-6.6814584e-07,-5.3929851e-01,1.0476153e-01
5.8220000e+01,-2.0000000e+00,-2.0000000e+00,1.9842297e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9842279e-09,-5.3929851e-01,1.0477860e-01,-1.9994896e+00,-6.6771130e-07,-5.3929851e-01,1.0476154e-01
5.8225000e+01,-2.0000000e+00,-2.0000000e+00,1.9841906e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9841888e-09,-5.3929851e-01,1.0477860e-01,-1.9994899e+00,-6.6733171e-07,-5.3929851e-01,1.0476155e-01
5.8230000e+01,-2.0000000e+00,-2.0000000e+00,1.9841497e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9841480e-09,-5.3929851e-01,1.0477860e-01,-1.9994902e+00,-6.6689770e-07,-5.3929851e-01,1.0476156e-01
5.8235000e+01,-2.0000000e+00,-2.0000000e+00,1.9841071e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9841089e-09,-5.3929851e-01,1.0477860e-01,-1.9994905e+00,-6.6651858e-07,-5.3929851e-01,1.0476157e-01
5.8240000e+01,-2.0000000e+00,-2.0000000e+00,1.9840680e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9840662e-09,-5.3929851e-01,1.0477860e-01,-1.9994908e+00,-6.6608510e-07,-5.3929851e-01,1.0476158e-01
5.8245000e+01,-2.0000000e+00,-2.0000000e+00,1.9840272e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9840218e-09,-5.3929851e-01,1.0477860e-01,-1.9994911e+00,-6.6570643e-07,-5.3929851e-01,1.0476159e-01
5.8250000e+01,-2.0000000e+00,-2.0000000e+00,1.9839845e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9839810e-09,-5.3929851e-01,1.0477860e-01,-1.9994914e+00,-6.6527348e-07,-5.3929851e-01,1.0476160e-01
5.8255000e+01,-2.0000000e+00,-2.0000000e+00,1.9839490e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9839490e-09,-5.3929851e-01,1.0477860e-01,-1.9994917e+00,-6.6489528e-07,-5.3929851e-01,1.0476161e-01
5.8260000e+01,-2.0000000e+00,-2.0000000e+00,1.9839117e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9839064e-09,-5.3929851e-01,1.0477860e-01,-1.9994920e+00,-6.6446286e-07,-5.3929851e-01,1.0476162e-01
5.8265000e+01,-2.0000000e+00,-2.0000000e+00,1.9838691e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9838637e-09,-5.3929851e-01,1.0477860e-01,-1.9994924e+00,-6.6408512e-07,-5.3929851e-01,1.0476163e-01
5.8270000e+01,-2.0000000e+00,-2.0000000e+00,1.9838264e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9838300e-09,-5.3929851e-01,1.0477860e-01,-1.9994927e+00,-6.6365323e-07,-5.3929851e-01,1.0476164e-01
5.8275000e+01,-2.0000000e+00,-2.0000000e+00,1.9837909e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9837909e-09,-5.3929851e-01,1.0477860e-01,-1.9994930e+00,-6.6327594e-07,-5.3929851e-01,1.0476165e-01
5.8280000e+01,-2.0000000e+00,-2.0000000e+00,1.9837518e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9837518e-09,-5.3929851e-01,1.0477860e-01,-1.9994933e+00,-6.6284458e-07,-5.3929851e-01,1.0476166e-01
5.8285000e+01,-2.0000000e+00,-2.0000000e+00,1.9837110e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9837110e-09,-5.3929851e-01,1.0477860e-01,-1.9994936e+00,-6.6246775e-07,-5.3929851e-01,1.0476167e-01
5.8290000e+01,-2.0000000e+00,-2.0000000e+00,1.9836754e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9836754e-09,-5.3929851e-01,1.0477860e-01,-1.9994939e+00,-6.6203691e-07,-5.3929851e-01,1.0476168e-01
5.8295000e+01,-2.0000000e+00,-2.0000000e+00,1.9836293e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9836310e-09,-5.3929851e-01,1.0477860e-01,-1.9994942e+00,-6.6166055e-07,-5.3929851e-01,1.0476169e-01
5.8300000e+01,-2.0000000e+00,-2.0000000e+00,1.9835920e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9835920e-09,-5.3929851e-01,1.0477860e-01,-1.9994945e+00,-6.6123023e-07,-5.3929851e-01,1.0476170e-01
5.8305000e+01,-2.0000000e+00,-2.0000000e+00,1.9835564e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9835529e-09,-5.3929851e-01,1.0477860e-01,-1.9994948e+00,-6.6085433e-07,-5.3929851e-01,1.0476171e-01
5.8310000e+01,-2.0000000e+00,-2.0000000e+00,1.9835102e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9835102e-09,-5.3929851e-01,1.0477860e-01,-1.9994951e+00,-6.6042453e-07,-5.3929851e-01,1.0476172e-01
5.8315000e+01,-2.0000000e+00,-2.0000000e+00,1.9834729e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9834712e-09,-5.3929851e-01,1.0477860e-01,-1.9994954e+00,-6.6004908e-07,-5.3929851e-01,1.0476174e-01
5.8320000e+01,-2.0000000e+00,-2.0000000e+00,1.9834374e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9834321e-09,-5.3929851e-01,1.0477860e-01,-1.9994958e+00,-6.5961982e-07,-5.3929851e-01,1.0476175e-01
5.8325000e+01,-2.0000000e+00,-2.0000000e+00,1.9833966e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9833983e-09,-5.3929851e-01,1.0477860e-01,-1.9994961e+00,-6.5924482e-07,-5.3929851e-01,1.0476176e-01
5.8330000e+01,-2.0000000e+00,-2.0000000e+00,1.9833557e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9833539e-09,-5.3929851e-01,1.0477860e-01,-1.9994964e+00,-6.5881608e-07,-5.3929851e-01,1.0476177e-01
5.8335000e+01,-2.0000000e+00,-2.0000000e+00,1.9833202e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9833184e-09,-5.3929851e-01,1.0477860e-01,-1.9994967e+00,-6.5844155e-07,-5.3929851e-01,1.0476178e-01
5.8340000e+01,-2.0000000e+00,-2.0000000e+00,1.9832793e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9832793e-09,-5.3929851e-01,1.0477860e-01,-1.9994970e+00,-6.5801332e-07,-5.3929851e-01,1.0476179e-01
5.8345000e+01,-2.0000000e+00,-2.0000000e+00,1.9832385e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9832420e-09,-5.3929851e-01,1.0477860e-01,-1.9994973e+00,-6.5763924e-07,-5.3929851e-01,1.0476180e-01
5.8350000e+01,-2.0000000e+00,-2.0000000e+00,1.9831958e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9831941e-09,-5.3929851e-01,1.0477860e-01,-1.9994976e+00,-6.5721154e-07,-5.3929851e-01,1.0476181e-01
5.8355000e+01,-2.0000000e+00,-2.0000000e+00,1.9831585e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9831550e-09,-5.3929851e-01,1.0477860e-01,-1.9994979e+00,-6.5683792e-07,-5.3929851e-01,1.0476182e-01
5.8360000e+01,-2.0000000e+00,-2.0000000e+00,1.9831194e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9831159e-09,-5.3929851e-01,1.0477860e-01,-1.9994982e+00,-6.5641075e-07,-5.3929851e-01,1.0476183e-01
5.8365000e+01,-2.0000000e+00,-2.0000000e+00,1.9830768e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9830733e-09,-5.3929851e-01,1.0477860e-01,-1.9994985e+00,-6.5603758e-07,-5.3929851e-01,1.0476184e-01
5.8370000e+01,-2.0000000e+00,-2.0000000e+00,1.9830360e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9830342e-09,-5.3929851e-01,1.0477860e-01,-1.9994988e+00,-6.5561092e-07,-5.3929851e-01,1.0476185e-01
5.8375000e+01,-2.0000000e+00,-2.0000000e+00,1.9829969e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9829969e-09,-5.3929851e-01,1.0477860e-01,-1.9994991e+00,-6.5523821e-07,-5.3929851e-01,1.0476186e-01
5.8380000e+01,-2.0000000e+00,-2.0000000e+00,1.9829596e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9829578e-09,-5.3929851e-01,1.0477860e-01,-1.9994994e+00,-6.5481207e-07,-5.3929851e-01,1.0476187e-01
5.8385000e+01,-2.0000000e+00,-2.0000000e+00,1.9829240e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9829205e-09,-5.3929851e-01,1.0477860e-01,-1.9994997e+00,-6.5443981e-07,-5.3929851e-01,1.0476188e-01
5.8390000e+01,-2.0000000e+00,-2.0000000e+00,1.9828796e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9828761e-09,-5.3929851e-01,1.0477860e-01,-1.9995000e+00,-6.5401419e-07,-5.3929851e-01,1.0476189e-01
5.8395000e+01,-2.0000000e+00,-2.0000000e+00,1.9828370e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9828370e-09,-5.3929851e-01,1.0477860e-01,-1.9995003e+00,-6.5364239e-07,-5.3929851e-01,1.0476190e-01
5.8400000e+01,-2.0000000e+00,-2.0000000e+00,1.9828015e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9827997e-09,-5.3929851e-01,1.0477860e-01,-1.9995006e+00,-6.5321729e-07,-5.3929851e-01,1.0476191e-01
5.8405000e+01,-2.0000000e+00,-2.0000000e+00,1.9827606e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9827553e-09,-5.3929851e-01,1.0477860e-01,-1.9995010e+00,-6.5284594e-07,-5.3929851e-01,1.0476192e-01
5.8410000e+01,-2.0000000e+00,-2.0000000e+00,1.9827198e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9827162e-09,-5.3929851e-01,1.0477860e-01,-1.9995013e+00,-6.5242135e-07,-5.3929851e-01,1.0476193e-01
5.8415000e+01,-2.0000000e+00,-2.0000000e+00,1.9826789e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9826771e-09,-5.3929851e-01,1.0477860e-01,-1.9995016e+00,-6.5205046e-07,-5.3929851e-01,1.0476194e-01
5.8420000e+01,-2.0000000e+00,-2.0000000e+00,1.9826452e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9826434e-09,-5.3929851e-01,1.0477860e-01,-1.9995019e+00,-6.5162638e-07,-5.3929851e-01,1.0476195e-01
5.8425000e+01,-2.0000000e+00,-2.0000000e+00,1.9826043e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9826025e-09,-5.3929851e-01,1.0477860e-01,-1.9995022e+00,-6.5125594e-07,-5.3929851e-01,1.0476196e-01
5.8430000e+01,-2.0000000e+00,-2.0000000e+00,1.9825617e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9825581e-09,-5.3929851e-01,1.0477860e-01,-1.9995025e+00,-6.5083239e-07,-5.3929851e-01,1.0476197e-01
5.8435000e+01,-2.0000000e+00,-2.0000000e+00,1.9825261e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9825261e-09,-5.3929851e-01,1.0477860e-01,-1.9995028e+00,-6.5046240e-07,-5.3929851e-01,1.0476198e-01
5.8440000e+01,-2.0000000e+00,-2.0000000e+00,1.9824800e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9824817e-09,-5.3929851e-01,1.0477860e-01,-1.9995031e+00,-6.5003936e-07,-5.3929851e-01,1.0476199e-01
5.8445000e+01,-2.0000000e+00,-2.0000000e+00,1.9824409e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9824409e-09,-5.3929851e-01,1.0477860e-01,-1.9995034e+00,-6.4966982e-07,-5.3929851e-01,1.0476200e-01
5.8450000e+01,-2.0000000e+00,-2.0000000e+00,1.9824036e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9824018e-09,-5.3929851e-01,1.0477860e-01,-1.9995037e+00,-6.4924730e-07,-5.3929851e-01,1.0476201e-01
5.8455000e+01,-2.0000000e+00,-2.0000000e+00,1.9823609e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9823627e-09,-5.3929851e-01,1.0477860e-01,-1.9995040e+00,-6.4887821e-07,-5.3929851e-01,1.0476202e-01
5.8460000e+01,-2.0000000e+00,-2.0000000e+00,1.9823236e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9823219e-09,-5.3929851e-01,1.0477860e-01,-1.9995043e+00,-6.4845620e-07,-5.3929851e-01,1.0476203e-01
5.8465000e+01,-2.0000000e+00,-2.0000000e+00,1.9822828e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9822775e-09,-5.3929851e-01,1.0477860e-01,-1.9995046e+00,-6.4808757e-07,-5.3929851e-01,1.0476204e-01
5.8470000e+01,-2.0000000e+00,-2.0000000e+00,1.9822437e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9822455e-09,-5.3929851e-01,1.0477860e-01,-1.9995049e+00,-6.4766607e-07,-5.3929851e-01,1.0476205e-01
5.8475000e+01,-2.0000000e+00,-2.0000000e+00,1.9822011e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9822011e-09,-5.3929851e-01,1.0477860e-01,-1.9995052e+00,-6.4729788e-07,-5.3929851e-01,1.0476206e-01
5.8480000e+01,-2.0000000e+00,-2.0000000e+00,1.9821602e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9821638e-09,-5.3929851e-01,1.0477860e-01,-1.9995055e+00,-6.4687690e-07,-5.3929851e-01,1.0476207e-01
5.8485000e+01,-2.0000000e+00,-2.0000000e+00,1.9821211e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9821194e-09,-5.3929851e-01,1.0477860e-01,-1.9995058e+00,-6.4650916e-07,-5.3929851e-01,1.0476208e-01
5.8490000e+01,-2.0000000e+00,-2.0000000e+00,1.9820821e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9820838e-09,-5.3929851e-01,1.0477860e-01,-1.9995061e+00,-6.4608870e-07,-5.3929851e-01,1.0476209e-01
5.8495000e+01,-2.0000000e+00,-2.0000000e+00,1.9820483e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9820448e-09,-5.3929851e-01,1.0477860e-01,-1.9995064e+00,-6.4572139e-07,-5.3929851e-01,1.0476210e-01
5.8500000e+01,-2.0000000e+00,-2.0000000e+00,1.9820021e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9820021e-09,-5.3929851e-01,1.0477860e-01,-1.9995067e+00,-6.4530144e-07,-5.3929851e-01,1.0476211e-01
5.8505000e+01,-2.0000000e+00,-2.0000000e+00,1.9819666e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9819648e-09,-5.3929851e-01,1.0477860e-01,-1.9995070e+00,-6.4493459e-07,-5.3929851e-01,1.0476212e-01
5.8510000e+01,-2.0000000e+00,-2.0000000e+00,1.9819222e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9819257e-09,-5.3929851e-01,1.0477860e-01,-1.9995073e+00,-6.4451515e-07,-5.3929851e-01,1.0476213e-01
5.8515000e+01,-2.0000000e+00,-2.0000000e+00,1.9818884e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9818849e-09,-5.3929851e-01,1.0477860e-01,-1.9995076e+00,-6.4414875e-07,-5.3929851e-01,1.0476214e-01
5.8520000e+01,-2.0000000e+00,-2.0000000e+00,1.9818494e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9818476e-09,-5.3929851e-01,1.0477860e-01,-1.9995079e+00,-6.4372983e-07,-5.3929851e-01,1.0476215e-01
5.8525000e+01,-2.0000000e+00,-2.0000000e+00,1.9818103e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9818120e-09,-5.3929851e-01,1.0477860e-01,-1.9995082e+00,-6.4336387e-07,-5.3929851e-01,1.0476216e-01
5.8530000e+01,-2.0000000e+00,-2.0000000e+00,1.9817676e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9817676e-09,-5.3929851e-01,1.0477860e-01,-1.9995085e+00,-6.4294545e-07,-5.3929851e-01,1.0476217e-01
5.8535000e+01,-2.0000000e+00,-2.0000000e+00,1.9817303e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9817250e-09,-5.3929851e-01,1.0477860e-01,-1.9995088e+00,-6.4257995e-07,-5.3929851e-01,1.0476218e-01
5.8540000e+01,-2.0000000e+00,-2.0000000e+00,1.9816895e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9816859e-09,-5.3929851e-01,1.0477860e-01,-1.9995091e+00,-6.4216203e-07,-5.3929851e-01,1.0476219e-01
5.8545000e+01,-2.0000000e+00,-2.0000000e+00,1.9816486e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9816486e-09,-5.3929851e-01,1.0477860e-01,-1.9995094e+00,-6.4179697e-07,-5.3929851e-01,1.0476220e-01
5.8550000e+01,-2.0000000e+00,-2.0000000e+00,1.9816095e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9816060e-09,-5.3929851e-01,1.0477860e-01,-1.9995097e+00,-6.4137957e-07,-5.3929851e-01,1.0476221e-01
5.8555000e+01,-2.0000000e+00,-2.0000000e+00,1.9815669e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9815669e-09,-5.3929851e-01,1.0477860e-01,-1.9995100e+00,-6.4101495e-07,-5.3929851e-01,1.0476222e-01
5.8560000e+01,-2.0000000e+00,-2.0000000e+00,1.9815296e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9815261e-09,-5.3929851e-01,1.0477860e-01,-1.9995103e+00,-6.4059806e-07,-5.3929851e-01,1.0476223e-01
5.8565000e+01,-2.0000000e+00,-2.0000000e+00,1.9814905e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9814888e-09,-5.3929851e-01,1.0477860e-01,-1.9995106e+00,-6.4023389e-07,-5.3929851e-01,1.0476224e-01
5.8570000e+01,-2.0000000e+00,-2.0000000e+00,1.9814514e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9814479e-09,-5.3929851e-01,1.0477860e-01,-1.9995109e+00,-6.3981750e-07,-5.3929851e-01,1.0476225e-01
5.8575000e+01,-2.0000000e+00,-2.0000000e+00,1.9814053e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9814070e-09,-5.3929851e-01,1.0477860e-01,-1.9995112e+00,-6.3945377e-07,-5.3929851e-01,1.0476226e-01
5.8580000e+01,-2.0000000e+00,-2.0000000e+00,1.9813715e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9813680e-09,-5.3929851e-01,1.0477860e-01,-1.9995115e+00,-6.3903789e-07,-5.3929851e-01,1.0476227e-01
5.8585000e+01,-2.0000000e+00,-2.0000000e+00,1.9813342e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9813289e-09,-5.3929851e-01,1.0477860e-01,-1.9995118e+00,-6.3867460e-07,-5.3929851e-01,1.0476228e-01
5.8590000e+01,-2.0000000e+00,-2.0000000e+00,1.9812951e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9812951e-09,-5.3929851e-01,1.0477860e-01,-1.9995121e+00,-6.3825924e-07,-5.3929851e-01,1.0476229e-01
5.8595000e+01,-2.0000000e+00,-2.0000000e+00,1.9812560e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9812543e-09,-5.3929851e-01,1.0477860e-01,-1.9995124e+00,-6.3789639e-07,-5.3929851e-01,1.0476230e-01
5.8600000e+01,-2.0000000e+00,-2.0000000e+00,1.9812205e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9812223e-09,-5.3929851e-01,1.0477860e-01,-1.9995127e+00,-6.3748153e-07,-5.3929851e-01,1.0476231e-01
5.8605000e+01,-2.0000000e+00,-2.0000000e+00,1.9811814e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9811761e-09,-5.3929851e-01,1.0477860e-01,-1.9995130e+00,-6.3711912e-07,-5.3929851e-01,1.0476232e-01
5.8610000e+01,-2.0000000e+00,-2.0000000e+00,1.9811370e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9811353e-09,-5.3929851e-01,1.0477860e-01,-1.9995133e+00,-6.3670477e-07,-5.3929851e-01,1.0476233e-01
5.8615000e+01,-2.0000000e+00,-2.0000000e+00,1.9810980e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,1.9810908e-09,-5.3929851e-01,1.0477860e-01,-1.9995136e+00,-6.3634281e-07,-5.3929851e-01,1.0476234e-01
