t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
1.6080000e+01,0.0000000e+00,0.0000000e+00,-5.5504312e-08,4.9388631e-10,1.3486204e-08,5.0000000e-01,-5.5504312e-08,4.9388619e-10,1.3486204e-08,5.0000000e-01,8.6420712e-02,-1.1306572e-04,-8.9524415e-08,5.0029354e-01
1.6082000e+01,0.0000000e+00,0.0000000e+00,-5.5478575e-08,4.9388249e-10,1.3478801e-08,5.0000000e-01,-5.5478575e-08,4.9388235e-10,1.3478801e-08,5.0000000e-01,8.6399641e-02,-1.1303792e-04,-1.5971851e-07,5.0029347e-01
1.6084000e+01,0.0000000e+00,0.0000000e+00,-5.5452852e-08,4.9387860e-10,1.3471402e-08,5.0000000e-01,-5.5452852e-08,4.9387849e-10,1.3471402e-08,5.0000000e-01,8.6378575e-02,-1.1301059e-04,-9.0403870e-08,5.0029340e-01
1.6086000e+01,0.0000000e+00,0.0000000e+00,-5.5427141e-08,4.9387472e-10,1.3464008e-08,5.0000000e-01,-5.5427141e-08,4.9387461e-10,1.3464008e-08,5.0000000e-01,8.6357515e-02,-1.1298281e-04,-1.5873406e-07,5.0029333e-01
1.6088000e+01,0.0000000e+00,0.0000000e+00,-5.5401443e-08,4.9387086e-10,1.3456617e-08,5.0000000e-01,-5.5401443e-08,4.9387075e-10,1.3456617e-08,5.0000000e-01,8.6336460e-02,-1.1295549e-04,-9.1258128e-08,5.0029326e-01
1.6090000e+01,0.0000000e+00,0.0000000e+00,-5.5375758e-08,4.9386702e-10,1.3449231e-08,5.0000000e-01,-5.5375758e-08,4.9386691e-10,1.3449231e-08,5.0000000e-01,8.6315410e-02,-1.1292772e-04,-1.5777389e-07,5.0029319e-01
1.6092000e+01,0.0000000e+00,0.0000000e+00,-5.5350086e-08,4.9386313e-10,1.3441848e-08,5.0000000e-01,-5.5350086e-08,4.9386302e-10,1.3441848e-08,5.0000000e-01,8.6294365e-02,-1.1290041e-04,-9.2087883e-08,5.0029311e-01
1.6094000e+01,0.0000000e+00,0.0000000e+00,-5.5324426e-08,4.9385929e-10,1.3434470e-08,5.0000000e-01,-5.5324426e-08,4.9385911e-10,1.3434470e-08,5.0000000e-01,8.6273325e-02,-1.1287267e-04,-1.5683738e-07,5.0029304e-01
1.6096000e+01,0.0000000e+00,0.0000000e+00,-5.5298780e-08,4.9385541e-10,1.3427096e-08,5.0000000e-01,-5.5298780e-08,4.9385530e-10,1.3427096e-08,5.0000000e-01,8.6252290e-02,-1.1284536e-04,-9.2893802e-08,5.0029297e-01
1.6098000e+01,0.0000000e+00,0.0000000e+00,-5.5273147e-08,4.9385156e-10,1.3419725e-08,5.0000000e-01,-5.5273147e-08,4.9385146e-10,1.3419725e-08,5.0000000e-01,8.6231260e-02,-1.1281763e-04,-1.5592393e-07,5.0029290e-01
1.6100000e+01,0.0000000e+00,0.0000000e+00,-5.5247527e-08,4.9384769e-10,1.3412359e-08,5.0000000e-01,-5.5247527e-08,4.9384754e-10,1.3412359e-08,5.0000000e-01,8.6210236e-02,-1.1279034e-04,-9.3676543e-08,5.0029283e-01
1.6102000e+01,0.0000000e+00,0.0000000e+00,-5.5221919e-08,4.9384386e-10,1.3404997e-08,5.0000000e-01,-5.5221919e-08,4.9384367e-10,1.3404997e-08,5.0000000e-01,8.6189216e-02,-1.1276263e-04,-1.5503293e-07,5.0029276e-01
1.6104000e+01,0.0000000e+00,0.0000000e+00,-5.5196325e-08,4.9383997e-10,1.3397639e-08,5.0000000e-01,-5.5196325e-08,4.9383986e-10,1.3397639e-08,5.0000000e-01,8.6168202e-02,-1.1273534e-04,-9.4436738e-08,5.0029269e-01
1.6106000e+01,0.0000000e+00,0.0000000e+00,-5.5170743e-08,4.9383607e-10,1.3390285e-08,5.0000000e-01,-5.5170743e-08,4.9383599e-10,1.3390285e-08,5.0000000e-01,8.6147193e-02,-1.1270765e-04,-1.5416383e-07,5.0029261e-01
1.6108000e+01,0.0000000e+00,0.0000000e+00,-5.5145174e-08,4.9383219e-10,1.3382935e-08,5.0000000e-01,-5.5145174e-08,4.9383211e-10,1.3382935e-08,5.0000000e-01,8.6126189e-02,-1.1268037e-04,-9.5175006e-08,5.0029254e-01
1.6110000e+01,0.0000000e+00,0.0000000e+00,-5.5119618e-08,4.9382833e-10,1.3375589e-08,5.0000000e-01,-5.5119618e-08,4.9382825e-10,1.3375589e-08,5.0000000e-01,8.6105190e-02,-1.1265270e-04,-1.5331605e-07,5.0029247e-01
1.6112000e+01,0.0000000e+00,0.0000000e+00,-5.5094075e-08,4.9382448e-10,1.3368247e-08,5.0000000e-01,-5.5094075e-08,4.9382433e-10,1.3368247e-08,5.0000000e-01,8.6084196e-02,-1.1262543e-04,-9.5891949e-08,5.0029240e-01
1.6114000e+01,0.0000000e+00,0.0000000e+00,-5.5068545e-08,4.9382066e-10,1.3360909e-08,5.0000000e-01,-5.5068545e-08,4.9382047e-10,1.3360909e-08,5.0000000e-01,8.6063208e-02,-1.1259778e-04,-1.5248905e-07,5.0029233e-01
1.6116000e+01,0.0000000e+00,0.0000000e+00,-5.5043028e-08,4.9381678e-10,1.3353575e-08,5.0000000e-01,-5.5043028e-08,4.9381659e-10,1.3353575e-08,5.0000000e-01,8.6042224e-02,-1.1257052e-04,-9.6588147e-08,5.0029226e-01
1.6118000e+01,0.0000000e+00,0.0000000e+00,-5.5017524e-08,4.9381296e-10,1.3346245e-08,5.0000000e-01,-5.5017524e-08,4.9381278e-10,1.3346245e-08,5.0000000e-01,8.6021246e-02,-1.1254288e-04,-1.5168228e-07,5.0029219e-01
1.6120000e+01,0.0000000e+00,0.0000000e+00,-5.4992032e-08,4.9380909e-10,1.3338919e-08,5.0000000e-01,-5.4992032e-08,4.9380893e-10,1.3338919e-08,5.0000000e-01,8.6000272e-02,-1.1251563e-04,-9.7264166e-08,5.0029212e-01
1.6122000e+01,0.0000000e+00,0.0000000e+00,-5.4966553e-08,4.9380517e-10,1.3331597e-08,5.0000000e-01,-5.4966553e-08,4.9380508e-10,1.3331597e-08,5.0000000e-01,8.5979304e-02,-1.1248801e-04,-1.5089523e-07,5.0029204e-01
1.6124000e+01,0.0000000e+00,0.0000000e+00,-5.4941088e-08,4.9380132e-10,1.3324279e-08,5.0000000e-01,-5.4941088e-08,4.9380117e-10,1.3324279e-08,5.0000000e-01,8.5958341e-02,-1.1246077e-04,-9.7920554e-08,5.0029197e-01
1.6126000e+01,0.0000000e+00,0.0000000e+00,-5.4915635e-08,4.9379747e-10,1.3316965e-08,5.0000000e-01,-5.4915635e-08,4.9379732e-10,1.3316965e-08,5.0000000e-01,8.5937383e-02,-1.1243317e-04,-1.5012739e-07,5.0029190e-01
1.6128000e+01,0.0000000e+00,0.0000000e+00,-5.4890194e-08,4.9379360e-10,1.3309655e-08,5.0000000e-01,-5.4890194e-08,4.9379345e-10,1.3309655e-08,5.0000000e-01,8.5916430e-02,-1.1240593e-04,-9.8557847e-08,5.0029183e-01
1.6130000e+01,0.0000000e+00,0.0000000e+00,-5.4864767e-08,4.9378972e-10,1.3302350e-08,5.0000000e-01,-5.4864767e-08,4.9378956e-10,1.3302350e-08,5.0000000e-01,8.5895482e-02,-1.1237835e-04,-1.4937826e-07,5.0029176e-01
1.6132000e+01,0.0000000e+00,0.0000000e+00,-5.4839352e-08,4.9378585e-10,1.3295048e-08,5.0000000e-01,-5.4839352e-08,4.9378569e-10,1.3295048e-08,5.0000000e-01,8.5874540e-02,-1.1235112e-04,-9.9176565e-08,5.0029169e-01
1.6134000e+01,0.0000000e+00,0.0000000e+00,-5.4813951e-08,4.9378200e-10,1.3287750e-08,5.0000000e-01,-5.4813951e-08,4.9378185e-10,1.3287750e-08,5.0000000e-01,8.5853602e-02,-1.1232356e-04,-1.4864736e-07,5.0029162e-01
1.6136000e+01,0.0000000e+00,0.0000000e+00,-5.4788562e-08,4.9377816e-10,1.3280456e-08,5.0000000e-01,-5.4788562e-08,4.9377802e-10,1.3280456e-08,5.0000000e-01,8.5832670e-02,-1.1229634e-04,-9.9777212e-08,5.0029155e-01
1.6138000e+01,0.0000000e+00,0.0000000e+00,-5.4763186e-08,4.9377426e-10,1.3273166e-08,5.0000000e-01,-5.4763186e-08,4.9377413e-10,1.3273166e-08,5.0000000e-01,8.5811742e-02,-1.1226880e-04,-1.4793422e-07,5.0029147e-01
1.6140000e+01,0.0000000e+00,0.0000000e+00,-5.4737822e-08,4.9377039e-10,1.3265881e-08,5.0000000e-01,-5.4737822e-08,4.9377024e-10,1.3265881e-08,5.0000000e-01,8.5790820e-02,-1.1224159e-04,-1.0036028e-07,5.0029140e-01
1.6142000e+01,0.0000000e+00,0.0000000e+00,-5.4712471e-08,4.9376651e-10,1.3258599e-08,5.0000000e-01,-5.4712471e-08,4.9376635e-10,1.3258599e-08,5.0000000e-01,8.5769903e-02,-1.1221406e-04,-1.4723836e-07,5.0029133e-01
1.6144000e+01,0.0000000e+00,0.0000000e+00,-5.4687134e-08,4.9376265e-10,1.3251321e-08,5.0000000e-01,-5.4687134e-08,4.9376249e-10,1.3251321e-08,5.0000000e-01,8.5748991e-02,-1.1218686e-04,-1.0092624e-07,5.0029126e-01
1.6146000e+01,0.0000000e+00,0.0000000e+00,-5.4661809e-08,4.9375880e-10,1.3244047e-08,5.0000000e-01,-5.4661809e-08,4.9375865e-10,1.3244047e-08,5.0000000e-01,8.5728084e-02,-1.1215935e-04,-1.4655935e-07,5.0029119e-01
1.6148000e+01,0.0000000e+00,0.0000000e+00,-5.4636496e-08,4.9375495e-10,1.3236777e-08,5.0000000e-01,-5.4636496e-08,4.9375483e-10,1.3236777e-08,5.0000000e-01,8.5707182e-02,-1.1213216e-04,-1.0147556e-07,5.0029112e-01
1.6150000e+01,0.0000000e+00,0.0000000e+00,-5.4611197e-08,4.9375107e-10,1.3229512e-08,5.0000000e-01,-5.4611197e-08,4.9375095e-10,1.3229512e-08,5.0000000e-01,8.5686286e-02,-1.1210467e-04,-1.4589674e-07,5.0029105e-01
1.6152000e+01,0.0000000e+00,0.0000000e+00,-5.4585910e-08,4.9374718e-10,1.3222250e-08,5.0000000e-01,-5.4585910e-08,4.9374706e-10,1.3222250e-08,5.0000000e-01,8.5665394e-02,-1.1207748e-04,-1.0200869e-07,5.0029098e-01
1.6154000e+01,0.0000000e+00,0.0000000e+00,-5.4560636e-08,4.9374330e-10,1.3214992e-08,5.0000000e-01,-5.4560636e-08,4.9374319e-10,1.3214992e-08,5.0000000e-01,8.5644507e-02,-1.1205001e-04,-1.4525012e-07,5.0029091e-01
1.6156000e+01,0.0000000e+00,0.0000000e+00,-5.4535374e-08,4.9373945e-10,1.3207738e-08,5.0000000e-01,-5.4535374e-08,4.9373933e-10,1.3207738e-08,5.0000000e-01,8.5623626e-02,-1.1202284e-04,-1.0252607e-07,5.0029084e-01
1.6158000e+01,0.0000000e+00,0.0000000e+00,-5.4510126e-08,4.9373561e-10,1.3200488e-08,5.0000000e-01,-5.4510126e-08,4.9373549e-10,1.3200488e-08,5.0000000e-01,8.5602750e-02,-1.1199538e-04,-1.4461905e-07,5.0029076e-01
1.6160000e+01,0.0000000e+00,0.0000000e+00,-5.4484890e-08,4.9373180e-10,1.3193242e-08,5.0000000e-01,-5.4484890e-08,4.9373160e-10,1.3193242e-08,5.0000000e-01,8.5581878e-02,-1.1196821e-04,-1.0302812e-07,5.0029069e-01
1.6162000e+01,0.0000000e+00,0.0000000e+00,-5.4459667e-08,4.9372793e-10,1.3186000e-08,5.0000000e-01,-5.4459667e-08,4.9372777e-10,1.3186000e-08,5.0000000e-01,8.5561012e-02,-1.1194078e-04,-1.4400313e-07,5.0029062e-01
1.6164000e+01,0.0000000e+00,0.0000000e+00,-5.4434456e-08,4.9372404e-10,1.3178763e-08,5.0000000e-01,-5.4434456e-08,4.9372392e-10,1.3178763e-08,5.0000000e-01,8.5540151e-02,-1.1191362e-04,-1.0351525e-07,5.0029055e-01
1.6166000e+01,0.0000000e+00,0.0000000e+00,-5.4409258e-08,4.9372017e-10,1.3171529e-08,5.0000000e-01,-5.4409258e-08,4.9372005e-10,1.3171529e-08,5.0000000e-01,8.5519295e-02,-1.1188620e-04,-1.4340198e-07,5.0029048e-01
1.6168000e+01,0.0000000e+00,0.0000000e+00,-5.4384073e-08,4.9371632e-10,1.3164299e-08,5.0000000e-01,-5.4384073e-08,4.9371613e-10,1.3164299e-08,5.0000000e-01,8.5498444e-02,-1.1185905e-04,-1.0398786e-07,5.0029041e-01
1.6170000e+01,0.0000000e+00,0.0000000e+00,-5.4358901e-08,4.9371246e-10,1.3157073e-08,5.0000000e-01,-5.4358901e-08,4.9371227e-10,1.3157073e-08,5.0000000e-01,8.5477598e-02,-1.1183165e-04,-1.4281520e-07,5.0029034e-01
1.6172000e+01,0.0000000e+00,0.0000000e+00,-5.4333741e-08,4.9370857e-10,1.3149850e-08,5.0000000e-01,-5.4333741e-08,4.9370838e-10,1.3149850e-08,5.0000000e-01,8.5456757e-02,-1.1180451e-04,-1.0444636e-07,5.0029027e-01
1.6174000e+01,0.0000000e+00,0.0000000e+00,-5.4308594e-08,4.9370467e-10,1.3142632e-08,5.0000000e-01,-5.4308594e-08,4.9370455e-10,1.3142632e-08,5.0000000e-01,8.5435922e-02,-1.1177712e-04,-1.4224241e-07,5.0029020e-01
1.6176000e+01,0.0000000e+00,0.0000000e+00,-5.4283459e-08,4.9370079e-10,1.3135418e-08,5.0000000e-01,-5.4283459e-08,4.9370071e-10,1.3135418e-08,5.0000000e-01,8.5415091e-02,-1.1175000e-04,-1.0489110e-07,5.0029013e-01
1.6178000e+01,0.0000000e+00,0.0000000e+00,-5.4258338e-08,4.9369693e-10,1.3128208e-08,5.0000000e-01,-5.4258338e-08,4.9369685e-10,1.3128208e-08,5.0000000e-01,8.5394266e-02,-1.1172263e-04,-1.4168324e-07,5.0029006e-01
1.6180000e+01,0.0000000e+00,0.0000000e+00,-5.4233228e-08,4.9369309e-10,1.3121002e-08,5.0000000e-01,-5.4233228e-08,4.9369293e-10,1.3121002e-08,5.0000000e-01,8.5373445e-02,-1.1169551e-04,-1.0532247e-07,5.0028999e-01
1.6182000e+01,0.0000000e+00,0.0000000e+00,-5.4208132e-08,4.9368926e-10,1.3113800e-08,5.0000000e-01,-5.4208132e-08,4.9368907e-10,1.3113800e-08,5.0000000e-01,8.5352630e-02,-1.1166815e-04,-1.4113735e-07,5.0028992e-01
1.6184000e+01,0.0000000e+00,0.0000000e+00,-5.4183048e-08,4.9368538e-10,1.3106601e-08,5.0000000e-01,-5.4183048e-08,4.9368519e-10,1.3106601e-08,5.0000000e-01,8.5331820e-02,-1.1164105e-04,-1.0574083e-07,5.0028984e-01
1.6186000e+01,0.0000000e+00,0.0000000e+00,-5.4157977e-08,4.9368156e-10,1.3099407e-08,5.0000000e-01,-5.4157977e-08,4.9368137e-10,1.3099407e-08,5.0000000e-01,8.5311014e-02,-1.1161371e-04,-1.4060438e-07,5.0028977e-01
1.6188000e+01,0.0000000e+00,0.0000000e+00,-5.4132918e-08,4.9367769e-10,1.3092217e-08,5.0000000e-01,-5.4132918e-08,4.9367753e-10,1.3092217e-08,5.0000000e-01,8.5290214e-02,-1.1158661e-04,-1.0614651e-07,5.0028970e-01
1.6190000e+01,0.0000000e+00,0.0000000e+00,-5.4107872e-08,4.9367383e-10,1.3085030e-08,5.0000000e-01,-5.4107872e-08,4.9367367e-10,1.3085030e-08,5.0000000e-01,8.5269419e-02,-1.1155929e-04,-1.4008399e-07,5.0028963e-01
1.6192000e+01,0.0000000e+00,0.0000000e+00,-5.4082839e-08,4.9366992e-10,1.3077848e-08,5.0000000e-01,-5.4082839e-08,4.9366976e-10,1.3077848e-08,5.0000000e-01,8.5248629e-02,-1.1153221e-04,-1.0653986e-07,5.0028956e-01
1.6194000e+01,0.0000000e+00,0.0000000e+00,-5.4057818e-08,4.9366607e-10,1.3070669e-08,5.0000000e-01,-5.4057818e-08,4.9366591e-10,1.3070669e-08,5.0000000e-01,8.5227844e-02,-1.1150490e-04,-1.3957584e-07,5.0028949e-01
1.6196000e+01,0.0000000e+00,0.0000000e+00,-5.4032810e-08,4.9366219e-10,1.3063494e-08,5.0000000e-01,-5.4032810e-08,4.9366203e-10,1.3063494e-08,5.0000000e-01,8.5207064e-02,-1.1147782e-04,-1.0692121e-07,5.0028942e-01
1.6198000e+01,0.0000000e+00,0.0000000e+00,-5.4007814e-08,4.9365830e-10,1.3056324e-08,5.0000000e-01,-5.4007814e-08,4.9365814e-10,1.3056324e-08,5.0000000e-01,8.5186290e-02,-1.1145053e-04,-1.3907963e-07,5.0028935e-01
1.6200000e+01,0.0000000e+00,0.0000000e+00,-5.3982832e-08,4.9365443e-10,1.3049157e-08,5.0000000e-01,-5.3982832e-08,4.9365427e-10,1.3049157e-08,5.0000000e-01,8.5165520e-02,-1.1142347e-04,-1.0729088e-07,5.0028928e-01
1.6202000e+01,0.0000000e+00,0.0000000e+00,-5.3957861e-08,4.9365058e-10,1.3041994e-08,5.0000000e-01,-5.3957861e-08,4.9365042e-10,1.3041994e-08,5.0000000e-01,8.5144755e-02,-1.1139620e-04,-1.3859502e-07,5.0028921e-01
1.6204000e+01,0.0000000e+00,0.0000000e+00,-5.3932903e-08,4.9364674e-10,1.3034835e-08,5.0000000e-01,-5.3932903e-08,4.9364658e-10,1.3034835e-08,5.0000000e-01,8.5123996e-02,-1.1136914e-04,-1.0764918e-07,5.0028914e-01
1.6206000e+01,0.0000000e+00,0.0000000e+00,-5.3907958e-08,4.9364286e-10,1.3027680e-08,5.0000000e-01,-5.3907958e-08,4.9364270e-10,1.3027680e-08,5.0000000e-01,8.5103241e-02,-1.1134188e-04,-1.3812172e-07,5.0028907e-01
1.6208000e+01,0.0000000e+00,0.0000000e+00,-5.3883025e-08,4.9363902e-10,1.3020529e-08,5.0000000e-01,-5.3883025e-08,4.9363879e-10,1.3020529e-08,5.0000000e-01,8.5082491e-02,-1.1131484e-04,-1.0799642e-07,5.0028900e-01
1.6210000e+01,0.0000000e+00,0.0000000e+00,-5.3858105e-08,4.9363514e-10,1.3013382e-08,5.0000000e-01,-5.3858105e-08,4.9363498e-10,1.3013382e-08,5.0000000e-01,8.5061747e-02,-1.1128760e-04,-1.3765943e-07,5.0028893e-01
1.6212000e+01,0.0000000e+00,0.0000000e+00,-5.3833197e-08,4.9363128e-10,1.3006239e-08,5.0000000e-01,-5.3833197e-08,4.9363115e-10,1.3006239e-08,5.0000000e-01,8.5041008e-02,-1.1126056e-04,-1.0833289e-07,5.0028886e-01
1.6214000e+01,0.0000000e+00,0.0000000e+00,-5.3808302e-08,4.9362743e-10,1.2999100e-08,5.0000000e-01,-5.3808302e-08,4.9362723e-10,1.2999100e-08,5.0000000e-01,8.5020273e-02,-1.1123334e-04,-1.3720785e-07,5.0028879e-01
1.6216000e+01,0.0000000e+00,0.0000000e+00,-5.3783420e-08,4.9362353e-10,1.2991964e-08,5.0000000e-01,-5.3783420e-08,4.9362337e-10,1.2991964e-08,5.0000000e-01,8.4999544e-02,-1.1120632e-04,-1.0865887e-07,5.0028872e-01
1.6218000e+01,0.0000000e+00,0.0000000e+00,-5.3758550e-08,4.9361971e-10,1.2984833e-08,5.0000000e-01,-5.3758550e-08,4.9361948e-10,1.2984833e-08,5.0000000e-01,8.4978820e-02,-1.1117911e-04,-1.3676671e-07,5.0028865e-01
1.6220000e+01,0.0000000e+00,0.0000000e+00,-5.3733692e-08,4.9361582e-10,1.2977705e-08,5.0000000e-01,-5.3733692e-08,4.9361566e-10,1.2977705e-08,5.0000000e-01,8.4958101e-02,-1.1115209e-04,-1.0897466e-07,5.0028858e-01
1.6222000e+01,0.0000000e+00,0.0000000e+00,-5.3708847e-08,4.9361194e-10,1.2970582e-08,5.0000000e-01,-5.3708847e-08,4.9361181e-10,1.2970582e-08,5.0000000e-01,8.4937387e-02,-1.1112490e-04,-1.3633572e-07,5.0028850e-01
1.6224000e+01,0.0000000e+00,0.0000000e+00,-5.3684015e-08,4.9360807e-10,1.2963462e-08,5.0000000e-01,-5.3684015e-08,4.9360795e-10,1.2963462e-08,5.0000000e-01,8.4916678e-02,-1.1109790e-04,-1.0928051e-07,5.0028843e-01
1.6226000e+01,0.0000000e+00,0.0000000e+00,-5.3659195e-08,4.9360423e-10,1.2956346e-08,5.0000000e-01,-5.3659195e-08,4.9360403e-10,1.2956346e-08,5.0000000e-01,8.4895974e-02,-1.1107072e-04,-1.3591463e-07,5.0028836e-01
1.6228000e+01,0.0000000e+00,0.0000000e+00,-5.3634387e-08,4.9360040e-10,1.2949234e-08,5.0000000e-01,-5.3634387e-08,4.9360017e-10,1.2949234e-08,5.0000000e-01,8.4875275e-02,-1.1104373e-04,-1.0957669e-07,5.0028829e-01
1.6230000e+01,0.0000000e+00,0.0000000e+00,-5.3609592e-08,4.9359650e-10,1.2942126e-08,5.0000000e-01,-5.3609592e-08,4.9359629e-10,1.2942126e-08,5.0000000e-01,8.4854581e-02,-1.1101657e-04,-1.3550316e-07,5.0028822e-01
1.6232000e+01,0.0000000e+00,0.0000000e+00,-5.3584810e-08,4.9359263e-10,1.2935022e-08,5.0000000e-01,-5.3584810e-08,4.9359240e-10,1.2935022e-08,5.0000000e-01,8.4833892e-02,-1.1098959e-04,-1.0986347e-07,5.0028815e-01
1.6234000e+01,0.0000000e+00,0.0000000e+00,-5.3560039e-08,4.9358876e-10,1.2927922e-08,5.0000000e-01,-5.3560039e-08,4.9358859e-10,1.2927922e-08,5.0000000e-01,8.4813208e-02,-1.1096244e-04,-1.3510106e-07,5.0028808e-01
1.6236000e+01,0.0000000e+00,0.0000000e+00,-5.3535282e-08,4.9358489e-10,1.2920826e-08,5.0000000e-01,-5.3535282e-08,4.9358470e-10,1.2920826e-08,5.0000000e-01,8.4792529e-02,-1.1093547e-04,-1.1014108e-07,5.0028801e-01
1.6238000e+01,0.0000000e+00,0.0000000e+00,-5.3510537e-08,4.9358103e-10,1.2913734e-08,5.0000000e-01,-5.3510537e-08,4.9358082e-10,1.2913734e-08,5.0000000e-01,8.4771856e-02,-1.1090834e-04,-1.3470809e-07,5.0028794e-01
1.6240000e+01,0.0000000e+00,0.0000000e+00,-5.3485804e-08,4.9357714e-10,1.2906645e-08,5.0000000e-01,-5.3485804e-08,4.9357700e-10,1.2906645e-08,5.0000000e-01,8.4751187e-02,-1.1088138e-04,-1.1040978e-07,5.0028787e-01
1.6242000e+01,0.0000000e+00,0.0000000e+00,-5.3461084e-08,4.9357332e-10,1.2899560e-08,5.0000000e-01,-5.3461084e-08,4.9357313e-10,1.2899560e-08,5.0000000e-01,8.4730523e-02,-1.1085426e-04,-1.3432400e-07,5.0028780e-01
1.6244000e+01,0.0000000e+00,0.0000000e+00,-5.3436376e-08,4.9356944e-10,1.2892480e-08,5.0000000e-01,-5.3436376e-08,4.9356924e-10,1.2892480e-08,5.0000000e-01,8.4709865e-02,-1.1082732e-04,-1.1066981e-07,5.0028773e-01
1.6246000e+01,0.0000000e+00,0.0000000e+00,-5.3411680e-08,4.9356556e-10,1.2885403e-08,5.0000000e-01,-5.3411680e-08,4.9356536e-10,1.2885403e-08,5.0000000e-01,8.4689211e-02,-1.1080021e-04,-1.3394855e-07,5.0028766e-01
1.6248000e+01,0.0000000e+00,0.0000000e+00,-5.3386997e-08,4.9356171e-10,1.2878330e-08,5.0000000e-01,-5.3386997e-08,4.9356151e-10,1.2878330e-08,5.0000000e-01,8.4668563e-02,-1.1077328e-04,-1.1092138e-07,5.0028759e-01
1.6250000e+01,0.0000000e+00,0.0000000e+00,-5.3362327e-08,4.9355787e-10,1.2871261e-08,5.0000000e-01,-5.3362327e-08,4.9355767e-10,1.2871261e-08,5.0000000e-01,8.4647919e-02,-1.1074619e-04,-1.3358153e-07,5.0028752e-01
1.6252000e+01,0.0000000e+00,0.0000000e+00,-5.3337669e-08,4.9355396e-10,1.2864196e-08,5.0000000e-01,-5.3337669e-08,4.9355378e-10,1.2864196e-08,5.0000000e-01,8.4627281e-02,-1.1071927e-04,-1.1116473e-07,5.0028745e-01
1.6254000e+01,0.0000000e+00,0.0000000e+00,-5.3313023e-08,4.9355014e-10,1.2857134e-08,5.0000000e-01,-5.3313023e-08,4.9354995e-10,1.2857134e-08,5.0000000e-01,8.4606647e-02,-1.1069220e-04,-1.3322270e-07,5.0028738e-01
1.6256000e+01,0.0000000e+00,0.0000000e+00,-5.3288390e-08,4.9354627e-10,1.2850077e-08,5.0000000e-01,-5.3288390e-08,4.9354610e-10,1.2850077e-08,5.0000000e-01,8.4586019e-02,-1.1066528e-04,-1.1140008e-07,5.0028731e-01
1.6258000e+01,0.0000000e+00,0.0000000e+00,-5.3263769e-08,4.9354240e-10,1.2843023e-08,5.0000000e-01,-5.3263769e-08,4.9354223e-10,1.2843023e-08,5.0000000e-01,8.4565395e-02,-1.1063823e-04,-1.3287184e-07,5.0028724e-01
1.6260000e+01,0.0000000e+00,0.0000000e+00,-5.3239160e-08,4.9353854e-10,1.2835974e-08,5.0000000e-01,-5.3239160e-08,4.9353830e-10,1.2835974e-08,5.0000000e-01,8.4544777e-02,-1.1061132e-04,-1.1162763e-07,5.0028717e-01
1.6262000e+01,0.0000000e+00,0.0000000e+00,-5.3214564e-08,4.9353464e-10,1.2828928e-08,5.0000000e-01,-5.3214564e-08,4.9353444e-10,1.2828928e-08,5.0000000e-01,8.4524164e-02,-1.1058428e-04,-1.3252876e-07,5.0028710e-01
1.6264000e+01,0.0000000e+00,0.0000000e+00,-5.3189980e-08,4.9353079e-10,1.2821886e-08,5.0000000e-01,-5.3189980e-08,4.9353062e-10,1.2821886e-08,5.0000000e-01,8.4503555e-02,-1.1055739e-04,-1.1184760e-07,5.0028703e-01
1.6266000e+01,0.0000000e+00,0.0000000e+00,-5.3165409e-08,4.9352692e-10,1.2814848e-08,5.0000000e-01,-5.3165409e-08,4.9352675e-10,1.2814848e-08,5.0000000e-01,8.4482952e-02,-1.1053037e-04,-1.3219323e-07,5.0028696e-01
1.6268000e+01,0.0000000e+00,0.0000000e+00,-5.3140850e-08,4.9352304e-10,1.2807814e-08,5.0000000e-01,-5.3140850e-08,4.9352287e-10,1.2807814e-08,5.0000000e-01,8.4462354e-02,-1.1050349e-04,-1.1206019e-07,5.0028689e-01
1.6270000e+01,0.0000000e+00,0.0000000e+00,-5.3116303e-08,4.9351917e-10,1.2800783e-08,5.0000000e-01,-5.3116303e-08,4.9351900e-10,1.2800783e-08,5.0000000e-01,8.4441761e-02,-1.1047648e-04,-1.3186506e-07,5.0028682e-01
1.6272000e+01,0.0000000e+00,0.0000000e+00,-5.3091768e-08,4.9351532e-10,1.2793757e-08,5.0000000e-01,-5.3091768e-08,4.9351515e-10,1.2793757e-08,5.0000000e-01,8.4421172e-02,-1.1044961e-04,-1.1226559e-07,5.0028675e-01
1.6274000e+01,0.0000000e+00,0.0000000e+00,-5.3067246e-08,4.9351149e-10,1.2786734e-08,5.0000000e-01,-5.3067246e-08,4.9351125e-10,1.2786734e-08,5.0000000e-01,8.4400589e-02,-1.1042261e-04,-1.3154406e-07,5.0028668e-01
1.6276000e+01,0.0000000e+00,0.0000000e+00,-5.3042737e-08,4.9350758e-10,1.2779716e-08,5.0000000e-01,-5.3042737e-08,4.9350741e-10,1.2779716e-08,5.0000000e-01,8.4380011e-02,-1.1039575e-04,-1.1246400e-07,5.0028661e-01
1.6278000e+01,0.0000000e+00,0.0000000e+00,-5.3018239e-08,4.9350371e-10,1.2772701e-08,5.0000000e-01,-5.3018239e-08,4.9350354e-10,1.2772701e-08,5.0000000e-01,8.4359438e-02,-1.1036877e-04,-1.3123004e-07,5.0028654e-01
